,Course Code,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (grade),Scholarship holder,Debtor,Previous qualification (grade),Gender,Attendance,Marital status,Tuition fees up to date,Target,CGPA,DropOff_Rate,Appreciation_Rate
3992,9238,18,0,12.833333333333334,0,12.166666666666666,yes,no,137.0,male,present,single,yes,Graduate,3.4722222222222223,0.67,0.0
3993,9773,20,0,12.5,0,11.8,yes,yes,161.0,male,present,single,no,Graduate,3.375,0.7,0.0
3994,171,20,5,11.23076923076923,3,12.77777777777778,no,no,133.1,male,present,single,yes,Graduate,3.3345204178537515,0.0,1.55
3997,9130,37,0,10.985714285714286,0,12.3,yes,no,133.1,male,present,married,yes,Graduate,3.2341269841269837,0.0,1.31
3999,9500,20,0,13.0,0,14.2125,no,no,147.0,male,present,single,yes,Dropout,3.7795138888888884,0.0,1.21
4002,9254,39,0,13.5,0,13.333333333333334,no,no,133.1,female,present,married,yes,Graduate,3.726851851851852,0.17,0.0
4003,9500,18,0,13.516666666666666,0,13.516666666666666,yes,no,141.0,female,present,single,yes,Graduate,3.7546296296296293,0.0,0.0
4004,9070,21,0,13.166666666666666,0,13.285714285714286,yes,no,128.0,female,present,single,yes,Graduate,3.673941798941799,0.0,0.12
4006,9003,22,0,13.125,0,13.0,yes,no,160.0,female,present,single,yes,Graduate,3.6284722222222223,0.12,0.0
4013,9500,20,2,16.13142857142857,0,15.52222222222222,yes,no,129.0,male,present,single,yes,Graduate,4.396340388007054,0.61,0.0
4014,9500,18,0,14.838571428571427,0,14.8,yes,no,140.0,male,present,single,yes,Graduate,4.116468253968254,0.04,0.0
4018,9254,20,0,13.166666666666666,0,14.0,yes,no,132.0,male,present,single,yes,Graduate,3.773148148148148,0.0,0.83
4019,9500,19,0,13.9475,0,13.9475,yes,no,131.0,male,present,single,yes,Graduate,3.8743055555555554,0.0,0.0
4021,8014,26,2,12.75,2,12.285714285714286,no,no,133.1,male,absent,single,yes,Graduate,3.4771825396825395,0.46,0.0
4022,9147,19,0,12.6,0,11.25,yes,no,160.0,male,present,single,yes,Graduate,3.3125,1.35,0.0
4023,9500,29,0,12.25,0,12.25,no,no,120.0,male,present,single,yes,Dropout,3.4027777777777777,0.0,0.0
4026,9003,41,8,11.833333333333334,3,12.7,no,no,100.0,male,present,single,yes,Graduate,3.407407407407407,0.0,0.87
4027,9500,19,0,13.066666666666668,0,13.066666666666668,no,no,139.0,male,present,single,yes,Dropout,3.6296296296296298,0.0,0.0
4028,9070,19,0,13.833333333333334,0,13.875,no,yes,136.0,male,present,single,yes,Graduate,3.8483796296296298,0.0,0.04
4030,9130,19,0,11.8,0,13.2,no,no,145.0,male,present,single,yes,Graduate,3.4722222222222223,0.0,1.4
4032,9500,18,0,13.74625,0,13.74625,no,no,146.0,female,present,single,yes,Graduate,3.8184027777777776,0.0,0.0
4036,9670,26,0,13.333333333333334,0,14.5,yes,no,120.0,male,present,single,yes,Graduate,3.865740740740741,0.0,1.17
4038,9085,18,0,15.666666666666666,0,15.285714285714286,yes,no,158.0,male,present,single,yes,Graduate,4.298941798941799,0.38,0.0
4039,9853,18,0,11.857142857142858,0,11.857142857142858,no,no,122.0,male,present,single,yes,Graduate,3.2936507936507935,0.0,0.0
4040,9085,18,0,14.5,0,13.6,no,no,140.0,male,present,single,yes,Graduate,3.9027777777777777,0.9,0.0
4041,9238,19,0,12.166666666666666,0,13.714285714285714,no,no,136.0,male,present,single,yes,Graduate,3.594576719576719,0.0,1.55
4042,9773,18,0,12.6,0,12.0,no,no,111.0,male,present,single,yes,Graduate,3.416666666666667,0.6,0.0
4044,9238,19,0,12.666666666666666,0,13.0,yes,yes,133.1,male,present,single,yes,Graduate,3.5648148148148144,0.0,0.33
4047,9500,18,0,13.9,0,13.9,no,no,156.0,male,present,married,yes,Graduate,3.861111111111111,0.0,0.0
4048,9500,20,0,13.817142857142857,0,13.817142857142857,yes,no,132.0,male,present,single,yes,Graduate,3.838095238095238,0.0,0.0
4049,9130,22,1,13.314285714285717,2,12.875,yes,no,140.0,male,present,single,yes,Graduate,3.637400793650794,0.44,0.0
4051,9254,19,0,12.166666666666666,0,12.166666666666666,yes,no,113.0,male,present,single,yes,Graduate,3.3796296296296293,0.0,0.0
4054,9773,20,0,14.666666666666666,0,14.571428571428571,yes,no,135.0,male,present,single,yes,Graduate,4.060846560846561,0.1,0.0
4058,9085,19,1,15.538461538461538,0,12.625,no,no,138.0,male,present,single,yes,Graduate,3.9115918803418803,2.91,0.0
4060,9130,18,0,15.0,0,14.833333333333334,no,no,157.0,male,present,single,yes,Graduate,4.143518518518519,0.17,0.0
4062,9085,20,7,15.692307692307692,4,15.555555555555555,no,no,170.0,male,present,single,yes,Graduate,4.339981006647673,0.14,0.0
4063,9991,24,0,12.285714285714286,0,12.75,yes,no,150.0,male,absent,single,yes,Graduate,3.4771825396825395,0.0,0.46
4066,9130,20,0,11.88888888888889,0,11.95625,yes,no,118.0,male,present,single,yes,Graduate,3.3118248456790123,0.0,0.07
4068,9670,18,0,11.8,0,12.6,yes,no,154.0,male,present,single,yes,Graduate,3.3888888888888884,0.0,0.8
4069,9238,19,0,11.166666666666666,0,11.666666666666666,no,no,139.0,male,present,single,yes,Graduate,3.171296296296296,0.0,0.5
4070,9500,18,0,14.05714285714286,0,14.6,no,no,136.0,male,present,single,yes,Graduate,3.9801587301587302,0.0,0.54
4073,9238,19,0,13.5,0,14.0,yes,no,133.0,male,present,single,yes,Graduate,3.819444444444444,0.0,0.5
4074,9500,20,0,12.625,0,13.0625,yes,no,143.0,male,present,single,yes,Graduate,3.567708333333333,0.0,0.44
4076,9500,18,0,13.971428571428572,0,13.971428571428572,yes,no,145.0,male,present,single,yes,Graduate,3.880952380952381,0.0,0.0
4078,9991,33,0,12.8,0,15.333333333333334,no,no,170.0,male,absent,married,yes,Graduate,3.9074074074074074,0.0,2.53
4083,9991,28,0,13.714285714285714,0,13.142857142857142,no,no,130.0,male,absent,single,yes,Graduate,3.73015873015873,0.57,0.0
4086,8014,32,0,12.666666666666666,0,13.333333333333334,yes,no,133.1,male,absent,single,yes,Graduate,3.611111111111111,0.0,0.67
4090,8014,33,0,11.4,1,11.166666666666666,no,no,150.0,male,absent,married,yes,Graduate,3.134259259259259,0.23,0.0
4093,9773,18,0,12.166666666666666,0,12.142857142857142,yes,no,126.0,male,present,single,yes,Graduate,3.376322751322751,0.02,0.0
4095,9500,19,0,15.433333333333332,0,15.433333333333332,yes,no,135.0,male,present,single,yes,Graduate,4.287037037037036,0.0,0.0
4096,8014,39,0,13.833333333333334,0,15.5,yes,no,133.1,male,absent,married,yes,Graduate,4.074074074074074,0.0,1.67
4097,9991,37,7,11.833333333333334,11,11.363636363636363,no,no,120.0,male,absent,single,yes,Graduate,3.2218013468013464,0.47,0.0
4101,9070,20,0,11.166666666666666,0,12.166666666666666,no,no,124.0,male,present,single,yes,Graduate,3.2407407407407405,0.0,1.0
4102,9085,23,0,14.666666666666666,0,12.428571428571429,yes,no,133.1,male,present,single,yes,Graduate,3.763227513227513,2.24,0.0
4104,9238,18,0,13.714285714285714,0,14.166666666666666,no,no,141.0,male,present,single,yes,Graduate,3.872354497354497,0.0,0.45
4105,9147,19,0,12.8,0,11.444444444444445,no,no,131.0,female,present,single,yes,Graduate,3.367283950617284,1.36,0.0
4107,9500,19,0,13.78,0,13.78,no,no,129.0,male,present,single,yes,Dropout,3.8277777777777775,0.0,0.0
4108,9500,19,0,15.11,0,15.11,no,no,136.0,male,present,single,yes,Graduate,4.197222222222222,0.0,0.0
4110,9500,20,0,15.798571428571426,0,15.798571428571426,yes,no,153.0,male,present,single,yes,Graduate,4.388492063492063,0.0,0.0
4111,9500,20,0,13.775714285714288,0,15.599999999999998,no,no,119.0,male,present,single,yes,Graduate,4.079960317460317,0.0,1.82
4112,9500,24,0,12.16,0,12.16,no,no,140.0,male,present,married,yes,Graduate,3.3777777777777778,0.0,0.0
4114,9773,20,0,14.333333333333334,0,15.5,no,no,130.0,male,present,single,yes,Graduate,4.143518518518519,0.0,1.17
4117,9500,18,0,14.2,0,14.2,no,no,146.0,male,present,single,yes,Graduate,3.944444444444444,0.0,0.0
4118,9085,21,0,12.2,0,13.2,no,no,119.0,male,present,single,yes,Graduate,3.5277777777777777,0.0,1.0
4120,9500,19,0,12.485714285714286,0,12.485714285714286,yes,no,144.0,male,present,single,yes,Graduate,3.4682539682539684,0.0,0.0
4121,9085,22,0,17.0,0,16.285714285714285,no,no,130.0,male,present,single,yes,Graduate,4.623015873015873,0.71,0.0
4122,9238,19,0,10.8,0,10.166666666666666,no,no,122.0,male,present,single,yes,Graduate,2.912037037037037,0.63,0.0
4123,9500,18,0,14.716666666666669,0,14.716666666666669,no,no,153.0,male,present,single,yes,Graduate,4.087962962962964,0.0,0.0
4127,8014,34,0,12.333333333333334,0,11.666666666666666,no,no,133.0,male,absent,single,yes,Graduate,3.333333333333333,0.67,0.0
4128,9085,19,0,15.307692307692308,0,13.875,no,no,118.0,male,present,single,yes,Graduate,4.0531517094017095,1.43,0.0
4129,9500,18,0,12.666666666666666,0,12.666666666666666,yes,no,137.0,male,present,single,yes,Graduate,3.518518518518518,0.0,0.0
4130,9500,19,0,14.368,0,14.44875,yes,no,143.0,male,present,single,yes,Graduate,4.002326388888888,0.0,0.08
4131,9500,25,0,12.084285714285716,0,12.084285714285716,no,no,123.0,male,present,single,yes,Graduate,3.3567460317460323,0.0,0.0
4135,8014,28,0,12.8,0,11.0,no,no,115.0,male,absent,single,yes,Graduate,3.3055555555555554,1.8,0.0
4136,9500,18,0,11.857142857142858,0,11.857142857142858,yes,no,131.0,male,present,married,yes,Graduate,3.2936507936507935,0.0,0.0
4137,9254,41,0,12.285714285714286,0,13.0,no,no,130.0,male,present,married,yes,Graduate,3.511904761904762,0.0,0.71
4142,8014,29,0,11.666666666666666,0,11.0,no,no,114.0,male,absent,single,yes,Graduate,3.148148148148148,0.67,0.0
4149,9500,21,11,13.417391304347827,11,13.417391304347827,no,no,139.0,male,present,single,yes,Graduate,3.7270531400966185,0.0,0.0
4150,9773,18,0,15.166666666666666,0,14.857142857142858,no,no,159.0,male,present,single,yes,Graduate,4.169973544973545,0.31,0.0
4151,9003,34,0,13.833333333333334,0,12.5,no,yes,140.0,male,present,single,yes,Graduate,3.6574074074074074,1.33,0.0
4155,9085,19,0,15.0,0,13.428571428571429,no,no,124.0,male,present,single,yes,Graduate,3.9484126984126986,1.57,0.0
4158,9500,19,0,13.075,0,12.05,yes,no,120.0,male,present,single,yes,Graduate,3.489583333333333,1.02,0.0
4159,9670,18,0,13.5,0,13.666666666666666,yes,no,140.0,male,present,single,yes,Graduate,3.773148148148148,0.0,0.17
4160,9991,23,2,11.8,2,12.333333333333334,yes,no,120.0,male,absent,single,yes,Graduate,3.3518518518518516,0.0,0.53
4163,9238,19,0,12.166666666666666,0,11.0,no,no,111.0,male,present,single,yes,Graduate,3.217592592592592,1.17,0.0
4165,9500,18,0,13.557142857142855,0,13.2,no,no,125.0,male,present,single,yes,Graduate,3.7162698412698405,0.36,0.0
4167,9070,19,0,14.333333333333334,0,13.5,no,no,136.0,male,present,single,yes,Graduate,3.865740740740741,0.83,0.0
4173,9500,20,0,14.093333333333332,0,15.0,yes,no,124.0,male,present,single,yes,Graduate,4.04074074074074,0.0,0.91
4174,9238,21,0,13.333333333333334,0,13.166666666666666,yes,no,163.0,male,present,single,yes,Graduate,3.6805555555555554,0.17,0.0
4175,9500,19,0,12.071428571428571,0,12.071428571428571,no,no,137.0,male,present,single,yes,Graduate,3.353174603174603,0.0,0.0
4176,9254,18,0,12.666666666666666,0,12.5,yes,no,128.0,male,present,single,yes,Graduate,3.49537037037037,0.17,0.0
4178,9500,21,0,13.2,0,13.2575,yes,no,133.1,male,present,single,yes,Graduate,3.6746527777777778,0.0,0.06
4179,9500,18,0,14.15,0,14.51125,yes,no,148.0,male,present,single,yes,Graduate,3.980729166666667,0.0,0.36
4183,9085,20,0,14.8,0,14.0,no,no,145.0,male,present,single,yes,Graduate,4.0,0.8,0.0
4184,9238,19,0,11.0,0,11.4,no,no,136.0,male,present,single,yes,Graduate,3.1111111111111107,0.0,0.4
4187,8014,28,0,11.833333333333334,0,13.0,no,no,150.0,male,absent,married,yes,Graduate,3.4490740740740744,0.0,1.17
4189,9254,28,8,12.333333333333334,3,12.0,no,no,154.0,male,present,single,yes,Graduate,3.3796296296296298,0.33,0.0
4196,9500,21,0,13.514285714285714,0,13.514285714285714,yes,no,139.0,male,present,single,yes,Graduate,3.753968253968254,0.0,0.0
4197,9773,19,0,13.0,0,13.714285714285714,no,no,138.0,male,present,single,yes,Graduate,3.7103174603174605,0.0,0.71
4199,9500,20,0,12.744285714285716,0,12.744285714285716,yes,no,129.0,male,present,single,yes,Graduate,3.5400793650793654,0.0,0.0
4201,8014,19,0,12.166666666666666,0,11.666666666666666,no,yes,125.0,male,absent,single,yes,Graduate,3.310185185185185,0.5,0.0
4203,9070,20,1,13.4,0,12.375,yes,no,137.0,male,present,single,yes,Graduate,3.5798611111111107,1.03,0.0
4205,9500,19,0,13.533333333333331,0,13.533333333333331,no,no,154.0,male,present,single,yes,Graduate,3.7592592592592586,0.0,0.0
4207,9500,18,0,14.652857142857142,0,14.755555555555556,yes,no,153.0,male,present,single,yes,Graduate,4.08450176366843,0.0,0.1
4209,9147,20,0,13.6,0,13.0,no,no,150.0,female,present,single,yes,Graduate,3.6944444444444446,0.6,0.0
4211,9238,18,0,14.666666666666666,0,15.166666666666666,yes,no,150.0,male,present,single,yes,Graduate,4.143518518518518,0.0,0.5
4212,9773,19,0,13.333333333333334,0,14.666666666666666,no,no,125.0,male,present,single,yes,Graduate,3.888888888888889,0.0,1.33
4213,9238,20,0,13.4,0,11.4,yes,no,133.1,male,present,single,no,Graduate,3.4444444444444446,2.0,0.0
4214,9500,19,0,13.3125,0,15.6375,yes,no,140.0,male,present,single,yes,Graduate,4.020833333333333,0.0,2.32
4217,9773,19,0,12.333333333333334,0,13.5,yes,no,132.0,male,present,single,yes,Graduate,3.5879629629629632,0.0,1.17
4219,9238,18,0,13.0,0,11.833333333333334,no,no,135.0,male,present,single,yes,Graduate,3.4490740740740744,1.17,0.0
4221,9238,18,0,17.0,0,16.0,no,no,168.0,male,present,single,yes,Graduate,4.583333333333333,1.0,0.0
4222,9238,20,0,13.5,0,13.0,no,no,143.0,male,present,single,yes,Graduate,3.6805555555555554,0.5,0.0
4223,9254,19,0,12.714285714285714,0,11.833333333333334,no,no,116.0,male,present,single,yes,Graduate,3.4093915343915344,0.88,0.0
4224,9500,19,0,13.0,0,13.927272727272726,yes,no,134.0,male,present,single,yes,Graduate,3.7398989898989896,0.0,0.93
4225,9238,21,3,12.571428571428571,2,13.5,no,no,140.0,male,present,single,yes,Graduate,3.6210317460317456,0.0,0.93
4227,9238,19,0,13.5,0,13.285714285714286,yes,no,125.0,male,present,single,yes,Graduate,3.720238095238095,0.21,0.0
4230,9500,28,0,14.95,0,14.7375,no,no,137.0,male,present,married,yes,Graduate,4.123263888888888,0.21,0.0
4233,9500,19,0,14.992857142857142,0,14.992857142857142,no,no,139.0,male,present,single,yes,Graduate,4.1646825396825395,0.0,0.0
4236,9773,20,0,12.333333333333334,0,14.0,yes,no,132.0,female,present,single,yes,Graduate,3.6574074074074074,0.0,1.67
4239,9085,27,0,16.142857142857142,0,14.666666666666666,no,no,130.0,male,present,single,yes,Graduate,4.279100529100529,1.48,0.0
4240,9085,22,0,14.833333333333334,0,13.833333333333334,no,no,125.0,male,present,single,yes,Graduate,3.9814814814814814,1.0,0.0
4241,9500,19,0,13.327142857142857,0,13.327142857142857,no,yes,140.0,male,present,single,no,Dropout,3.7019841269841267,0.0,0.0
4244,171,19,6,12.333333333333334,4,12.727272727272728,no,no,150.0,male,present,single,yes,Dropout,3.480639730639731,0.0,0.39
4246,9991,39,11,11.916666666666666,8,11.25,no,no,150.0,male,absent,married,no,Dropout,3.217592592592592,0.67,0.0
4247,8014,37,0,11.833333333333334,0,11.0,no,yes,100.0,male,absent,married,yes,Graduate,3.1712962962962967,0.83,0.0
4249,9991,41,5,14.3,5,14.2,no,no,130.0,male,absent,married,yes,Graduate,3.958333333333333,0.1,0.0
4250,9500,40,0,11.832,0,11.832,no,no,133.1,male,present,married,no,Dropout,3.2866666666666666,0.0,0.0
4252,9991,28,0,12.0,0,11.6,no,no,144.0,male,absent,married,yes,Graduate,3.2777777777777777,0.4,0.0
4255,8014,18,10,13.846153846153848,7,12.555555555555555,no,no,120.0,male,absent,single,yes,Dropout,3.6669040835707505,1.29,0.0
4256,9500,24,0,12.412857142857144,0,12.412857142857144,no,no,100.0,male,present,single,yes,Graduate,3.448015873015873,0.0,0.0
4258,9500,19,0,12.545714285714286,0,12.545714285714286,no,no,123.0,male,present,single,yes,Graduate,3.484920634920635,0.0,0.0
4261,9991,38,9,12.22222222222222,9,13.0,no,no,120.0,male,absent,married,no,Dropout,3.503086419753086,0.0,0.78
4262,9147,19,0,13.285714285714286,0,13.0,no,no,131.0,male,present,single,yes,Graduate,3.6507936507936507,0.29,0.0
4264,9003,24,0,13.555555555555555,0,12.666666666666666,yes,no,150.0,female,present,single,yes,Graduate,3.641975308641975,0.89,0.0
4265,9773,19,0,13.166666666666666,0,12.428571428571429,no,no,134.0,female,present,single,yes,Graduate,3.5548941798941796,0.74,0.0
4267,9254,21,0,11.666666666666666,0,12.2,yes,no,117.0,female,present,single,yes,Graduate,3.314814814814815,0.0,0.53
4270,9070,18,0,13.666666666666666,0,12.0,yes,no,132.0,female,present,single,yes,Graduate,3.5648148148148144,1.67,0.0
4271,9119,19,0,14.6,0,15.2,no,no,138.0,female,present,single,yes,Dropout,4.138888888888888,0.0,0.6
4272,9500,19,0,12.514285714285714,0,12.514285714285714,yes,no,131.0,female,present,single,yes,Graduate,3.4761904761904763,0.0,0.0
4278,9773,18,0,14.333333333333334,0,15.333333333333334,yes,yes,123.0,female,present,single,yes,Graduate,4.12037037037037,0.0,1.0
4289,9238,18,0,11.6,0,11.166666666666666,no,no,141.0,female,present,single,yes,Graduate,3.1620370370370368,0.43,0.0
4290,171,20,8,10.923076923076923,7,12.181818181818182,yes,no,147.0,female,present,single,yes,Graduate,3.209013209013209,0.0,1.26
4292,9500,32,0,13.62857142857143,0,13.9125,no,no,130.0,female,present,married,yes,Graduate,3.8251488095238093,0.0,0.28
4294,9003,32,12,13.736842105263158,10,13.75,no,no,130.0,female,present,single,yes,Graduate,3.817616959064327,0.0,0.01
4297,9773,19,0,14.0,0,13.0,yes,no,130.0,female,present,single,yes,Graduate,3.75,1.0,0.0
4300,9003,20,0,11.714285714285714,0,12.0,no,no,130.0,female,present,single,yes,Graduate,3.2936507936507935,0.0,0.29
4302,9147,25,13,10.76923076923077,11,11.833333333333334,no,no,130.0,female,present,single,yes,Dropout,3.139245014245014,0.0,1.06
4303,9773,18,0,11.6,0,12.0,no,no,147.0,female,present,single,yes,Dropout,3.2777777777777777,0.0,0.4
4309,9773,19,0,12.333333333333334,0,13.2,no,no,133.0,female,present,single,yes,Graduate,3.546296296296296,0.0,0.87
4310,9085,22,0,13.428571428571429,1,13.625,yes,no,150.0,female,present,single,yes,Graduate,3.7574404761904763,0.0,0.2
4316,9070,19,0,12.0,0,13.571428571428571,no,yes,118.0,female,present,single,yes,Graduate,3.5515873015873014,0.0,1.57
4317,9670,19,0,12.0,0,14.0,yes,no,118.0,female,present,single,yes,Graduate,3.611111111111111,0.0,2.0
4318,171,19,6,15.25,4,15.0,no,no,161.0,male,present,single,no,Graduate,4.201388888888888,0.25,0.0
4319,9773,19,0,12.4,0,13.166666666666666,yes,no,136.0,female,present,single,yes,Graduate,3.5509259259259256,0.0,0.77
4324,9500,19,0,14.4,0,14.4,yes,no,141.0,male,present,single,yes,Graduate,4.0,0.0,0.0
4325,8014,32,8,12.846153846153848,7,12.8,no,no,130.0,male,absent,married,yes,Graduate,3.5619658119658126,0.05,0.0
4328,9853,31,3,13.666666666666666,1,13.5,no,no,130.0,male,present,married,yes,Dropout,3.773148148148148,0.17,0.0
4329,9238,20,0,11.857142857142858,0,11.666666666666666,yes,no,120.0,male,present,single,yes,Graduate,3.2671957671957674,0.19,0.0
4332,9238,18,0,13.2,0,11.333333333333334,no,no,131.0,male,present,single,yes,Graduate,3.407407407407407,1.87,0.0
4333,9238,19,0,12.714285714285714,0,11.0,yes,no,147.0,male,present,single,yes,Dropout,3.2936507936507935,1.71,0.0
4334,9254,18,0,12.5,0,12.666666666666666,no,no,138.0,male,present,single,yes,Graduate,3.49537037037037,0.0,0.17
4339,9500,25,0,13.291666666666666,0,13.291666666666666,no,no,100.0,male,present,single,yes,Graduate,3.6921296296296293,0.0,0.0
4341,9500,18,0,14.24,0,14.24,no,no,145.0,male,present,single,yes,Graduate,3.9555555555555557,0.0,0.0
4344,9238,21,0,11.833333333333334,0,13.2,no,yes,134.0,male,present,single,no,Dropout,3.4768518518518516,0.0,1.37
4345,9773,18,0,12.833333333333334,0,13.333333333333334,no,no,140.0,male,present,single,yes,Graduate,3.6342592592592595,0.0,0.5
4348,9500,20,0,14.105714285714289,0,13.6625,no,no,127.0,male,present,single,yes,Graduate,3.8566964285714285,0.44,0.0
4349,9500,20,0,12.471428571428572,0,12.471428571428572,no,no,141.0,male,present,single,yes,Graduate,3.4642857142857144,0.0,0.0
4350,9085,20,2,11.833333333333334,1,11.857142857142858,yes,no,140.0,male,present,single,yes,Graduate,3.2903439153439153,0.0,0.02
4351,9070,20,0,12.5,0,12.833333333333334,no,no,150.0,male,present,single,yes,Graduate,3.5185185185185186,0.0,0.33
4352,9853,18,0,11.666666666666666,0,12.333333333333334,no,no,140.0,male,present,single,yes,Dropout,3.333333333333333,0.0,0.67
4355,9085,18,0,16.166666666666668,0,14.285714285714286,no,no,160.0,male,present,single,yes,Graduate,4.229497354497355,1.88,0.0
